gene_id	TPM
CJI97_000001	9.777987
CJI97_000002	0.000000
CJI97_000003	8.941800
CJI97_000004	0.000000
CJI97_000005	13.975850
CJI97_000006	0.000000
CJI97_000007	1.522320
CJI97_000008	9.375813
CJI97_000009	3.328151
CJI97_000010	8.385564
CJI97_000011	14.693770
CJI97_000012	5.815562
CJI97_000013	76.972649
CJI97_000014	46.069672
CJI97_000015	17.457903
CJI97_000016	46.965557
CJI97_000017	111.571220
CJI97_000018	21.916265
CJI97_000019	45.765919
CJI97_000020	67.849846
CJI97_000021	86.850792
CJI97_000022	223.025131
CJI97_000023	35.420338
CJI97_000024	34.514751
CJI97_000025	43.787464
CJI97_000026	205.185608
CJI97_000027	2817.995117
CJI97_000028	61.223839
CJI97_000029	71.444153
CJI97_000030	270.069397
CJI97_000031	91.979744
CJI97_000032	91.356941
CJI97_000033	140.292877
CJI97_000034	182.927017
CJI97_000035	99.168266
CJI97_000036	170.897949
CJI97_000037	283.412994
CJI97_000038	304.611359
CJI97_000039	84.068283
CJI97_000040	19.018772
CJI97_000041	2.893101
CJI97_000042	0.000000
CJI97_000043	4.557446
CJI97_000044	49.550713
CJI97_000045	250.643188
CJI97_000046	28.574627
CJI97_000047	28.477020
CJI97_000048	21.562477
CJI97_000049	43.754078
CJI97_000050	52.142982
CJI97_000051	67.891991
CJI97_000052	67.580132
CJI97_000053	71.949928
CJI97_000054	18.506523
CJI97_000055	93.306221
CJI97_000056	1.924280
CJI97_000057	79.892395
CJI97_000058	237.792908
CJI97_000059	364.131927
CJI97_000060	66.297798
CJI97_000061	307.304565
CJI97_000062	38.859127
CJI97_000063	67.671776
CJI97_000064	374.673859
CJI97_000065	180.762360
CJI97_000066	99.050606
CJI97_000067	19.745258
CJI97_000068	18.116217
CJI97_000069	269.174927
CJI97_000070	1345.078491
CJI97_000071	86.007492
CJI97_000072	26.105383
CJI97_000073	126.239906
CJI97_000074	22.025806
CJI97_000075	37.679329
CJI97_000076	35.554512
CJI97_000077	1083.416992
CJI97_000078	59.982063
CJI97_000079	96.579865
CJI97_000080	304.279510
CJI97_000081	31.089296
CJI97_000082	2.700890
CJI97_000083	14.796103
CJI97_000084	0.000000
CJI97_000085	30.221186
CJI97_000086	170.587540
CJI97_000087	1257.610474
CJI97_000088	43.189480
CJI97_000089	780.565918
CJI97_000090	24.612772
CJI97_000091	23.181683
CJI97_000092	49.650570
CJI97_000093	130.186996
CJI97_000094	14.616298
CJI97_000095	1278.382446
CJI97_000096	1373.606812
CJI97_000097	19.591248
CJI97_000098	89.039238
CJI97_000099	14.038241
CJI97_000100	63.509445
CJI97_000101	12.631006
CJI97_000102	48.806297
CJI97_000103	121.241653
CJI97_000104	95.843559
CJI97_000105	46.963570
CJI97_000106	7.457591
CJI97_000107	1277.086792
CJI97_000108	21.465258
CJI97_000109	23.883585
CJI97_000110	93.366043
CJI97_000111	40.109051
CJI97_000112	2269.411133
CJI97_000113	71.705429
CJI97_000114	60.670662
CJI97_000115	11.189608
CJI97_000116	49.451096
CJI97_000117	152.988541
CJI97_000118	60.607960
CJI97_000119	91.082970
CJI97_000120	39.685223
CJI97_000121	0.000000
CJI97_000122	9.602664
CJI97_000123	52.385082
CJI97_000124	100.265862
CJI97_000125	8.943875
CJI97_000126	69.650612
CJI97_000127	28.471756
CJI97_000128	71.487175
CJI97_000129	33.277683
CJI97_000130	0.000000
CJI97_000131	0.000000
CJI97_000132	98.590958
CJI97_000133	11.246251
CJI97_000134	69.026154
CJI97_000135	43.582752
CJI97_000136	85.440369
CJI97_000137	40.867237
CJI97_000138	16.801142
CJI97_000139	86.975914
CJI97_000140	33.146572
CJI97_000141	1046.267334
CJI97_000142	124.191399
CJI97_000143	45.395317
CJI97_000144	23.974695
CJI97_000145	1569.249878
CJI97_000146	203.400162
CJI97_000147	1832.421265
CJI97_000148	1390.756226
CJI97_000149	80.589371
CJI97_000150	154.948685
CJI97_000151	2.874034
CJI97_000152	30.514013
CJI97_000153	186.907730
CJI97_000154	55.274830
CJI97_000155	238.570190
CJI97_000156	21.733622
CJI97_000157	59.016384
CJI97_000158	71.463669
CJI97_000159	103.430962
CJI97_000160	83.235252
CJI97_000161	23.457563
CJI97_000162	48.247795
CJI97_000163	37.893612
CJI97_000164	33.839375
CJI97_000165	77.080284
CJI97_000166	26.683521
CJI97_000167	196.979248
CJI97_000168	47.063820
CJI97_000169	0.000000
CJI97_000170	0.000000
CJI97_000171	15.646066
CJI97_000172	6.631727
CJI97_000173	31.227489
CJI97_000174	37.483387
CJI97_000175	790.218445
CJI97_000176	139.188293
CJI97_000177	15.349735
CJI97_000178	60.513741
CJI97_000179	69.356583
CJI97_000180	272.114685
CJI97_000181	12.462091
CJI97_000182	32.565544
CJI97_000183	26.271103
CJI97_000184	102.359726
CJI97_000185	77.227142
CJI97_000186	66.079445
CJI97_000187	1680.862549
CJI97_000188	158.555359
CJI97_000189	159.091080
CJI97_000190	26.920944
CJI97_000191	76.154045
CJI97_000192	0.000000
CJI97_000193	47.132938
CJI97_000194	23.355488
CJI97_000195	7.832025
CJI97_000196	22.165083
CJI97_000197	177.776993
CJI97_000198	64.472534
CJI97_000199	11.363030
CJI97_000200	0.000000
CJI97_000201	94.187653
CJI97_000202	14.297521
CJI97_000203	32.626831
CJI97_000204	39.711517
CJI97_000205	22.473629
CJI97_000206	1293.705566
CJI97_000207	91.558907
CJI97_000208	75.908745
CJI97_000209	18.770517
CJI97_000210	10.529379
CJI97_000211	47.043774
CJI97_000212	844.778320
CJI97_000213	128.272110
