gene_id	TPM
CJI97_000001	7.601536
CJI97_000002	0.000000
CJI97_000003	6.067584
CJI97_000004	0.000000
CJI97_000005	6.918965
CJI97_000006	0.000000
CJI97_000007	0.000000
CJI97_000008	16.761263
CJI97_000009	5.453931
CJI97_000010	12.295010
CJI97_000011	15.279663
CJI97_000012	8.595410
CJI97_000013	62.725952
CJI97_000014	50.234119
CJI97_000015	48.940853
CJI97_000016	103.174004
CJI97_000017	289.826172
CJI97_000018	70.223053
CJI97_000019	97.790810
CJI97_000020	41.639961
CJI97_000021	102.013031
CJI97_000022	184.732986
CJI97_000023	70.738960
CJI97_000024	79.432739
CJI97_000025	71.094513
CJI97_000026	125.292831
CJI97_000027	2277.903564
CJI97_000028	90.880074
CJI97_000029	90.384033
CJI97_000030	387.180115
CJI97_000031	107.805672
CJI97_000032	180.191650
CJI97_000033	151.665115
CJI97_000034	259.402588
CJI97_000035	103.238564
CJI97_000036	119.946411
CJI97_000037	1079.865723
CJI97_000038	681.664978
CJI97_000039	144.006546
CJI97_000040	25.179752
CJI97_000041	17.593250
CJI97_000042	7.730856
CJI97_000043	19.382324
CJI97_000044	50.055573
CJI97_000045	439.968750
CJI97_000046	54.860943
CJI97_000047	33.005978
CJI97_000048	38.893818
CJI97_000049	128.550735
CJI97_000050	76.052582
CJI97_000051	67.183868
CJI97_000052	157.358612
CJI97_000053	86.314140
CJI97_000054	35.510189
CJI97_000055	324.978363
CJI97_000056	2.837854
CJI97_000057	53.399033
CJI97_000058	261.838135
CJI97_000059	192.307053
CJI97_000060	120.335915
CJI97_000061	459.626770
CJI97_000062	63.937023
CJI97_000063	56.856037
CJI97_000064	396.689056
CJI97_000065	102.267914
CJI97_000066	95.744133
CJI97_000067	18.839260
CJI97_000068	33.145130
CJI97_000069	613.042725
CJI97_000070	421.060577
CJI97_000071	121.173477
CJI97_000072	122.409172
CJI97_000073	171.841370
CJI97_000074	39.132275
CJI97_000075	90.833595
CJI97_000076	57.122379
CJI97_000077	665.962036
CJI97_000078	40.715652
CJI97_000079	158.207504
CJI97_000080	345.603333
CJI97_000081	62.874271
CJI97_000082	10.638935
CJI97_000083	64.627350
CJI97_000084	0.000000
CJI97_000085	25.527550
CJI97_000086	255.131866
CJI97_000087	760.662842
CJI97_000088	72.073044
CJI97_000089	538.601440
CJI97_000090	27.342016
CJI97_000091	27.520233
CJI97_000092	65.709732
CJI97_000093	124.110443
CJI97_000094	30.999350
CJI97_000095	349.295288
CJI97_000096	343.173401
CJI97_000097	27.159542
CJI97_000098	114.935318
CJI97_000099	36.694633
CJI97_000100	64.045723
CJI97_000101	79.865753
CJI97_000102	42.700760
CJI97_000103	227.883530
CJI97_000104	134.149277
CJI97_000105	79.476501
CJI97_000106	17.150021
CJI97_000107	470.179474
CJI97_000108	20.549633
CJI97_000109	46.262814
CJI97_000110	128.431717
CJI97_000111	34.610199
CJI97_000112	488.401794
CJI97_000113	153.630051
CJI97_000114	81.605835
CJI97_000115	20.995359
CJI97_000116	41.177132
CJI97_000117	189.038605
CJI97_000118	92.873634
CJI97_000119	101.900681
CJI97_000120	48.405136
CJI97_000121	0.000000
CJI97_000122	12.189369
CJI97_000123	66.188133
CJI97_000124	124.487709
CJI97_000125	9.205331
CJI97_000126	77.125916
CJI97_000127	65.168808
CJI97_000128	96.382088
CJI97_000129	9.755690
CJI97_000130	0.000000
CJI97_000131	0.000000
CJI97_000132	157.429779
CJI97_000133	26.790188
CJI97_000134	103.486450
CJI97_000135	54.226849
CJI97_000136	194.363846
CJI97_000137	86.106796
CJI97_000138	27.031252
CJI97_000139	210.375885
CJI97_000140	66.610184
CJI97_000141	173.554337
CJI97_000142	124.113686
CJI97_000143	63.569939
CJI97_000144	51.903835
CJI97_000145	760.744324
CJI97_000146	199.634781
CJI97_000147	530.370972
CJI97_000148	991.810669
CJI97_000149	136.898544
CJI97_000150	178.390045
CJI97_000151	14.974210
CJI97_000152	39.484642
CJI97_000153	460.996918
CJI97_000154	79.814178
CJI97_000155	558.224670
CJI97_000156	35.785164
CJI97_000157	315.690796
CJI97_000158	86.028664
CJI97_000159	57.057819
CJI97_000160	244.493179
CJI97_000161	19.432493
CJI97_000162	56.837646
CJI97_000163	58.126713
CJI97_000164	54.899658
CJI97_000165	160.256149
CJI97_000166	35.030228
CJI97_000167	2650.541504
CJI97_000168	65.352348
CJI97_000169	0.000000
CJI97_000170	3.315550
CJI97_000171	148.106384
CJI97_000172	22.037628
CJI97_000173	51.666618
CJI97_000174	74.442741
CJI97_000175	342.941071
CJI97_000176	367.862061
CJI97_000177	379.836273
CJI97_000178	97.937019
CJI97_000179	210.869476
CJI97_000180	1355.577515
CJI97_000181	15.397614
CJI97_000182	40.153568
