gene_id	TPM
CJI97_000001	8.707840
CJI97_000002	0.000000
CJI97_000003	8.790200
CJI97_000004	0.000000
CJI97_000005	10.558908
CJI97_000006	0.000000
CJI97_000007	2.844611
CJI97_000008	7.219032
CJI97_000009	3.911593
CJI97_000010	9.038321
CJI97_000011	8.312982
CJI97_000012	10.284525
CJI97_000013	83.196556
CJI97_000014	47.673725
CJI97_000015	18.359171
CJI97_000016	47.206005
CJI97_000017	117.204262
CJI97_000018	27.050924
CJI97_000019	47.923878
CJI97_000020	63.887802
CJI97_000021	83.067688
CJI97_000022	216.170975
CJI97_000023	32.137543
CJI97_000024	38.392677
CJI97_000025	37.131622
CJI97_000026	184.870209
CJI97_000027	2850.683350
CJI97_000028	57.958279
CJI97_000029	66.127365
CJI97_000030	268.982849
CJI97_000031	105.097557
CJI97_000032	101.465897
CJI97_000033	140.428024
CJI97_000034	208.716583
CJI97_000035	94.780357
CJI97_000036	170.054474
CJI97_000037	256.437134
CJI97_000038	292.248169
CJI97_000039	78.158241
CJI97_000040	19.317528
CJI97_000041	5.739957
CJI97_000042	2.239962
CJI97_000043	4.498775
CJI97_000044	44.449299
CJI97_000045	259.893524
CJI97_000046	29.282833
CJI97_000047	23.667782
CJI97_000048	19.741703
CJI97_000049	45.386135
CJI97_000050	48.319080
CJI97_000051	70.607964
CJI97_000052	77.048317
CJI97_000053	78.742691
CJI97_000054	25.886061
CJI97_000055	85.342331
CJI97_000056	0.000000
CJI97_000057	70.135506
CJI97_000058	239.189468
CJI97_000059	419.333893
CJI97_000060	64.984558
CJI97_000061	310.447540
CJI97_000062	38.439865
CJI97_000063	59.882282
CJI97_000064	405.888367
CJI97_000065	204.807129
CJI97_000066	95.968208
CJI97_000067	23.816277
CJI97_000068	18.321478
CJI97_000069	266.462494
CJI97_000070	1322.145020
CJI97_000071	85.894516
CJI97_000072	30.899782
CJI97_000073	145.637817
CJI97_000074	26.788137
CJI97_000075	40.277134
CJI97_000076	31.318579
CJI97_000077	1096.214478
CJI97_000078	47.913788
CJI97_000079	95.192703
CJI97_000080	295.906036
CJI97_000081	34.759064
CJI97_000082	3.202423
CJI97_000083	12.928566
CJI97_000084	0.000000
CJI97_000085	25.539696
CJI97_000086	163.565384
CJI97_000087	1345.806152
CJI97_000088	50.024632
CJI97_000089	810.688232
CJI97_000090	26.426867
CJI97_000091	18.798414
CJI97_000092	45.309898
CJI97_000093	119.844879
CJI97_000094	16.637264
CJI97_000095	1252.370361
CJI97_000096	1426.331909
CJI97_000097	18.845367
CJI97_000098	85.936417
CJI97_000099	15.728131
CJI97_000100	63.305538
CJI97_000101	11.495223
CJI97_000102	51.118134
CJI97_000103	112.923225
CJI97_000104	95.207222
CJI97_000105	47.984737
CJI97_000106	4.375374
CJI97_000107	1257.135864
CJI97_000108	18.491432
CJI97_000109	20.186865
CJI97_000110	94.302032
CJI97_000111	36.721844
CJI97_000112	2231.214355
CJI97_000113	78.953003
CJI97_000114	61.260937
CJI97_000115	12.504018
CJI97_000116	49.269859
CJI97_000117	150.206421
CJI97_000118	63.450916
CJI97_000119	96.713089
CJI97_000120	44.478977
CJI97_000121	0.000000
CJI97_000122	13.841150
CJI97_000123	54.539669
CJI97_000124	97.005211
CJI97_000125	6.610141
CJI97_000126	74.526482
CJI97_000127	30.308121
CJI97_000128	76.051956
CJI97_000129	36.853176
CJI97_000130	0.000000
CJI97_000131	0.000000
CJI97_000132	89.559425
CJI97_000133	9.900520
CJI97_000134	75.456543
CJI97_000135	42.101944
CJI97_000136	80.992538
CJI97_000137	40.153168
CJI97_000138	18.761332
CJI97_000139	93.654678
CJI97_000140	30.012680
CJI97_000141	946.074524
CJI97_000142	130.546371
CJI97_000143	47.719044
CJI97_000144	25.171036
CJI97_000145	1607.870605
CJI97_000146	202.136063
CJI97_000147	1948.659912
CJI97_000148	1417.808472
CJI97_000149	87.333969
CJI97_000150	154.756088
CJI97_000151	3.010698
CJI97_000152	36.540539
CJI97_000153	195.890305
CJI97_000154	57.786377
CJI97_000155	242.039978
CJI97_000156	23.243837
CJI97_000157	56.689854
CJI97_000158	71.073929
CJI97_000159	123.032730
CJI97_000160	76.434891
CJI97_000161	17.498381
CJI97_000162	48.096684
CJI97_000163	37.461311
CJI97_000164	33.108559
CJI97_000165	78.782097
CJI97_000166	28.666124
CJI97_000167	176.511917
CJI97_000168	45.463619
CJI97_000169	0.000000
CJI97_000170	0.000000
CJI97_000171	13.301277
CJI97_000172	8.363900
CJI97_000173	28.155773
CJI97_000174	44.329079
CJI97_000175	818.850342
CJI97_000176	166.747757
CJI97_000177	16.404549
CJI97_000178	69.574394
CJI97_000179	76.785378
CJI97_000180	269.844238
CJI97_000181	9.527154
CJI97_000182	34.266579
CJI97_000183	25.684803
CJI97_000184	101.140984
CJI97_000185	74.600349
CJI97_000186	61.400440
CJI97_000187	1781.710815
CJI97_000188	170.735367
CJI97_000189	175.690720
CJI97_000190	28.268961
CJI97_000191	68.222862
CJI97_000192	0.000000
CJI97_000193	51.426830
CJI97_000194	23.002886
CJI97_000195	9.252383
CJI97_000196	23.948475
CJI97_000197	160.059433
CJI97_000198	65.020462
CJI97_000199	10.500031
CJI97_000200	0.000000
CJI97_000201	98.197533
CJI97_000202	16.623589
CJI97_000203	36.058598
CJI97_000204	35.197647
CJI97_000205	18.724503
CJI97_000206	1305.830200
