gene_id	TPM
CJI97_000001	7.810075
CJI97_000002	0.000000
CJI97_000003	8.665575
CJI97_000004	0.000000
CJI97_000005	9.864414
CJI97_000006	0.000000
CJI97_000007	2.109256
CJI97_000008	7.512097
CJI97_000009	3.958505
CJI97_000010	9.295534
CJI97_000011	8.175345
CJI97_000012	9.994670
CJI97_000013	83.793610
CJI97_000014	43.928711
CJI97_000015	19.445854
CJI97_000016	46.017841
CJI97_000017	111.284798
CJI97_000018	27.655844
CJI97_000019	54.885918
CJI97_000020	65.083153
CJI97_000021	86.373405
CJI97_000022	226.505386
CJI97_000023	31.316195
CJI97_000024	38.511929
CJI97_000025	40.595646
CJI97_000026	208.908157
CJI97_000027	2953.119629
CJI97_000028	65.286568
CJI97_000029	71.292091
CJI97_000030	274.685608
CJI97_000031	80.996315
CJI97_000032	98.714806
CJI97_000033	149.890457
CJI97_000034	187.683289
CJI97_000035	93.500648
CJI97_000036	168.075653
CJI97_000037	270.534180
CJI97_000038	299.279877
CJI97_000039	77.526543
CJI97_000040	18.481581
CJI97_000041	5.644083
CJI97_000042	3.016245
CJI97_000043	2.552747
CJI97_000044	46.453529
CJI97_000045	273.620972
CJI97_000046	32.323917
CJI97_000047	31.926447
CJI97_000048	26.946381
CJI97_000049	50.559784
CJI97_000050	54.513844
CJI97_000051	68.861542
CJI97_000052	75.815147
CJI97_000053	69.421898
CJI97_000054	24.103947
CJI97_000055	89.459770
CJI97_000056	0.000000
CJI97_000057	79.443222
CJI97_000058	239.532608
CJI97_000059	413.725861
CJI97_000060	59.722538
CJI97_000061	326.322296
CJI97_000062	38.247433
CJI97_000063	61.999989
CJI97_000064	380.228973
CJI97_000065	214.816711
CJI97_000066	100.450981
CJI97_000067	21.782438
CJI97_000068	18.222927
CJI97_000069	291.309540
CJI97_000070	1386.963867
CJI97_000071	80.179527
CJI97_000072	26.571642
CJI97_000073	132.589752
CJI97_000074	22.105856
CJI97_000075	45.846951
CJI97_000076	34.409023
CJI97_000077	1094.626221
CJI97_000078	48.867886
CJI97_000079	104.986641
CJI97_000080	319.867859
CJI97_000081	42.650036
CJI97_000082	4.088693
CJI97_000083	9.088641
CJI97_000084	0.000000
CJI97_000085	26.899754
CJI97_000086	175.208206
CJI97_000087	1368.948242
CJI97_000088	47.609711
CJI97_000089	826.448425
CJI97_000090	31.004847
CJI97_000091	22.064787
CJI97_000092	46.305256
CJI97_000093	123.784744
